Date,Rank,Song,Artist,Song_Key,Genre,Date_Index,State,New_Spell,Spell_Number,Days_On_Chart,Total_Appearances,Artist_Past_Appearances,Prev_Rank,Delta_R,Volatility_So_Far,Rank_Velocity,Is_New_Entry,Next_Date,Next_Rank,Observed_Next_State,Next_State,Top10_Tomorrow,Exit_Tomorrow
2026-03-17,14,Bairi,Virat,virat || bairi,Punjabi-Haryanvi Pop,2,11-25,False,1,3,3,2,13.0,1.0,0.5,0.5,False,2026-03-18,13.0,11-25,11-25,0,0
2026-03-17,15,For A Reason,Karan Aujla,karan aujla || for a reason,Punjabi-Haryanvi Pop,2,11-25,False,1,3,3,23,15.0,0.0,0.0,0.0,False,2026-03-18,12.0,11-25,11-25,0,0
2026-03-17,16,Boyfriend,Karan Aujla,karan aujla || boyfriend,Punjabi-Haryanvi Pop,2,11-25,False,1,3,3,2,16.0,0.0,1.0,-1.0,False,2026-03-18,14.0,11-25,11-25,0,0
2026-03-17,17,Mann Mera,Gajendra Verma,gajendra verma || mann mera,Hindi Indie,2,11-25,False,1,3,3,2,18.0,-1.0,1.0,0.0,False,2026-03-18,18.0,11-25,11-25,0,0
2026-03-17,18,Saiyaara,Tanishk Bagchi,tanishk bagchi || saiyaara,Hindi Film,2,11-25,False,1,3,3,2,17.0,1.0,0.0,1.0,False,2026-03-18,19.0,11-25,11-25,0,0
2026-03-17,19,Ishqa Ve,Zeeshan Ali,zeeshan ali || ishqa ve,Hindi Indie,2,11-25,False,1,3,3,2,20.0,-1.0,1.0,0.0,False,2026-03-18,23.0,11-25,11-25,0,0
2026-03-17,20,Tere Liye,Atif Aslam,atif aslam || tere liye,Hindi Film,2,11-25,False,1,3,3,2,21.0,-1.0,0.5,-0.5,False,2026-03-18,26.0,26-50,26-50,0,0
2026-03-17,21,Raanjhan,Sachet-Parampara,sachet-parampara || raanjhan,Hindi Film,2,11-25,False,1,3,3,2,19.0,2.0,1.5,0.5,False,2026-03-18,22.0,11-25,11-25,0,0
2026-03-17,22,Pavazha Malli,Sai Abhyankkar,sai abhyankkar || pavazha malli,South Indian Film,2,11-25,False,1,3,3,4,22.0,0.0,2.0,-2.0,False,2026-03-18,17.0,11-25,11-25,0,0
2026-03-17,23,Dhurandhar - Title Track,Shashwat Sachdev,shashwat sachdev || dhurandhar - title track,Hindi Film,2,11-25,False,1,3,3,3,23.0,0.0,0.5,0.5,False,2026-03-18,20.0,11-25,11-25,0,0
2026-03-17,24,Deewaana Deewaana,A.R. Rahman,a.r. rahman || deewaana deewaana,Hindi Film,2,11-25,False,1,3,3,2,24.0,0.0,0.5,-0.5,False,2026-03-18,24.0,11-25,11-25,0,0
2026-03-17,25,Jo Tum Mere Ho,Anuv Jain,anuv jain || jo tum mere ho,Hindi Indie,2,11-25,False,1,3,3,23,25.0,0.0,1.0,1.0,False,2026-03-18,32.0,26-50,26-50,0,0
2026-03-17,26,Tere Bina,A.R. Rahman,a.r. rahman || tere bina,Hindi Film,2,26-50,False,1,3,3,23,26.0,0.0,1.0,1.0,False,2026-03-18,27.0,26-50,26-50,0,0
