Date,Rank,Song,Artist,Genre,Date_Index,State,New_Spell,Spell_Number,Days_On_Chart,Total_Appearances,Artist_Past_Appearances,Prev_Rank,Delta_R,Volatility_So_Far,Rank_Velocity,Is_New_Entry,Next_Date,Next_Rank,Observed_Next_State,Next_State,Top10_Tomorrow,Exit_Tomorrow
2026-04-07,21,Mann Mera,Gajendra Verma,Hindi Indie,28,11-25,False,1,29,29,28,19.0,2.0,1.896223421779755,0.3333333333333333,False,2026-04-08,19.0,11-25,11-25,0,0
2026-04-07,22,Ishqa Ve,Zeeshan Ali,Hindi Indie,28,11-25,False,1,29,29,28,30.0,-8.0,3.3947363217012234,0.0,False,2026-04-08,22.0,11-25,11-25,0,0
2026-04-07,23,Jogi,thiarajxtt,Punjabi-Haryanvi Pop,28,11-25,False,3,2,16,15,48.0,-25.0,0.0,-9.5,False,2026-04-08,40.0,26-50,26-50,0,0
2026-04-07,24,Raanjhan,Sachet-Parampara,Hindi Film,28,11-25,False,1,29,29,30,26.0,-2.0,2.3241742005034207,-2.3333333333333335,False,2026-04-08,27.0,26-50,26-50,0,0
2026-04-07,25,Bairi,Virat,Punjabi-Haryanvi Pop,28,11-25,False,1,29,29,28,23.0,2.0,1.9096291978992648,-0.3333333333333333,False,2026-04-08,29.0,26-50,26-50,0,0
2026-04-07,26,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,28,26-50,False,1,29,29,78,22.0,4.0,2.145236773954458,1.0,False,2026-04-08,26.0,26-50,26-50,0,0
2026-04-07,27,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,28,26-50,False,1,29,29,78,34.0,-7.0,2.969874250069267,-1.6666666666666667,False,2026-04-08,30.0,26-50,26-50,0,0
2026-04-07,28,Tere Liye,Atif Aslam,Hindi Film,28,26-50,False,1,29,29,28,27.0,1.0,2.6640080284245022,-0.6666666666666666,False,2026-04-08,31.0,26-50,26-50,0,0
2026-04-07,29,Phir Se,Shashwat Sachdev,Hindi Film,28,26-50,False,1,15,15,394,24.0,5.0,5.692816812906079,0.3333333333333333,False,2026-04-08,32.0,26-50,26-50,0,0
2026-04-07,30,Naal Nachna,Shashwat Sachdev,Hindi Film,28,26-50,False,1,29,29,358,28.0,2.0,3.0595701312039085,1.6666666666666667,False,2026-04-08,25.0,11-25,11-25,0,0
2026-04-07,31,Darkhaast,Mithoon,Hindi Film,28,26-50,False,1,29,29,28,31.0,0.0,4.237075184894525,-1.3333333333333333,False,2026-04-08,21.0,11-25,11-25,0,0
2026-04-07,32,Deewaana Deewaana,A.R. Rahman,Hindi Film,28,26-50,False,1,29,29,28,25.0,7.0,2.0538043346185533,1.0,False,2026-04-08,28.0,26-50,26-50,0,0
2026-04-07,33,Haseen,Talwiinder,Punjabi-Haryanvi Pop,28,26-50,False,1,29,29,28,35.0,-2.0,2.356060357495806,-0.3333333333333333,False,2026-04-08,36.0,26-50,26-50,0,0
2026-04-07,34,Run Down The City - Monica,Shashwat Sachdev,Hindi Film,28,26-50,False,1,17,17,432,32.0,2.0,3.557013318783049,2.3333333333333335,False,2026-04-08,35.0,26-50,26-50,0,0
2026-04-07,35,Tum Ho Toh,Vishal Mishra,Hindi Film,28,26-50,False,1,29,29,28,29.0,6.0,3.1173886900574264,0.6666666666666666,False,2026-04-08,23.0,11-25,11-25,0,0
2026-04-07,36,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,28,26-50,False,1,29,29,292,33.0,3.0,2.6329447315095074,0.0,False,2026-04-08,38.0,26-50,26-50,0,0
2026-04-07,37,Agar Tum Saath Ho,Alka Yagnik,Hindi Film,28,26-50,False,1,29,29,28,37.0,0.0,1.931215119227968,-0.6666666666666666,False,2026-04-08,33.0,26-50,26-50,0,0
2026-04-07,38,Tere Bina,A.R. Rahman,Hindi Film,28,26-50,False,1,29,29,78,38.0,0.0,4.321871287830241,4.666666666666667,False,2026-04-08,34.0,26-50,26-50,0,0
2026-04-07,39,Barbaad,The Rish,Hindi Indie,28,26-50,False,1,29,29,28,36.0,3.0,2.75231813241871,-1.3333333333333333,False,2026-04-08,37.0,26-50,26-50,0,0
2026-04-07,40,Ye Tune Kya Kiya,Pritam,Hindi Film,28,26-50,False,1,29,29,30,41.0,-1.0,2.7597230709930716,1.0,False,2026-04-08,41.0,26-50,26-50,0,0
2026-04-07,41,Teri Deewani,Kailash Kher,Hindi Film,28,26-50,False,3,14,27,26,39.0,2.0,2.403153746432817,-0.3333333333333333,False,2026-04-08,39.0,26-50,26-50,0,0
2026-04-07,42,Shree Hanuman Chalisa,Hariharan,Devotional/Spiritual,28,26-50,True,4,1,4,3,,,0.0,0.0,True,2026-04-08,,,Exit,0,1
2026-04-07,43,Zaalima,Arijit Singh,Hindi Film,28,26-50,True,4,1,14,118,,,0.0,-1.0,True,2026-04-08,45.0,26-50,26-50,0,0
2026-04-07,44,Mann Mera - Original Version,Gajendra Verma,Hindi Indie,28,26-50,False,5,7,15,64,42.0,2.0,3.253203549323856,2.0,False,2026-04-08,42.0,26-50,26-50,0,0
2026-04-07,45,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,28,26-50,False,1,29,29,179,47.0,-2.0,3.0125164069330506,1.6666666666666667,False,2026-04-08,48.0,26-50,26-50,0,0
2026-04-07,46,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,28,26-50,True,5,1,13,12,,,0.0,-1.0,True,2026-04-08,46.0,26-50,26-50,0,0
2026-04-07,47,Mast Magan,Arijit Singh,Hindi Film,28,26-50,False,7,2,20,33,49.0,-2.0,0.0,-2.0,False,2026-04-08,49.0,26-50,26-50,0,0
2026-04-07,48,Mutta Kalakki,G. V. Prakash,South Indian Film,28,26-50,False,2,6,19,18,46.0,2.0,4.308131845707603,2.3333333333333335,False,2026-04-08,,,Exit,0,1
2026-04-07,49,Main Aur Tu,Shashwat Sachdev,Hindi Film,28,26-50,False,2,12,15,326,43.0,6.0,2.8049542946439114,1.6666666666666667,False,2026-04-08,47.0,26-50,26-50,0,0
2026-04-07,50,Aaya Sher,Anirudh Ravichander,South Indian Film,28,26-50,False,1,29,29,28,45.0,5.0,2.3043326538483626,1.3333333333333333,False,2026-04-08,50.0,26-50,26-50,0,0
2026-04-08,1,Bairan,Banjaare,Hindi Indie,29,Top10,False,1,30,30,29,1.0,0.0,0.0,0.0,False,2026-04-09,1.0,Top10,Top10,1,0
2026-04-08,2,Jaiye Sajana,Shashwat Sachdev,Hindi Film,29,Top10,False,1,19,19,243,2.0,0.0,3.890475866669244,0.0,False,2026-04-09,2.0,Top10,Top10,1,0
2026-04-08,3,Gehra Hua,Shashwat Sachdev,Hindi Film,29,Top10,False,1,30,30,122,3.0,0.0,0.3713906763541037,0.0,False,2026-04-09,3.0,Top10,Top10,1,0
2026-04-08,4,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,29,Top10,False,2,17,29,29,4.0,0.0,0.4841229182759271,0.0,False,2026-04-09,4.0,Top10,Top10,1,0
2026-04-08,5,Khat,Navjot Ahuja,Hindi Indie,29,Top10,False,1,30,30,29,5.0,0.0,0.5831563629409573,0.0,False,2026-04-09,5.0,Top10,Top10,1,0
2026-04-08,6,Dhurandhar The Revenge - Aari Aari,Shashwat Sachdev,Hindi Film,29,Top10,False,1,22,22,72,6.0,0.0,3.088270546112564,0.0,False,2026-04-09,7.0,Top10,Top10,1,0
2026-04-08,7,Dooron Dooron,Paresh Pahuja,Hindi Indie,29,Top10,False,1,30,30,29,8.0,-1.0,0.8027894294360562,-0.3333333333333333,False,2026-04-09,6.0,Top10,Top10,1,0
2026-04-08,8,Apna Bana Le,Sachin-Jigar,Hindi Film,29,Top10,False,1,30,30,29,9.0,-1.0,1.3408429031188678,-0.6666666666666666,False,2026-04-09,8.0,Top10,Top10,1,0
2026-04-08,9,Sahiba,Aditya Rikhari,Hindi Indie,29,Top10,False,1,30,30,29,7.0,2.0,1.0937070018726693,0.6666666666666666,False,2026-04-09,10.0,Top10,Top10,1,0
2026-04-08,10,Sitaare,Arijit Singh,Hindi Film,29,Top10,False,1,30,30,83,10.0,0.0,1.0980471260752178,0.3333333333333333,False,2026-04-09,13.0,11-25,11-25,0,0
2026-04-08,11,Samjhawan,Jawad Ahmad,Hindi Film,29,11-25,False,1,30,30,29,12.0,-1.0,1.4710847591518306,-1.0,False,2026-04-09,9.0,Top10,Top10,1,0
2026-04-08,12,Jaan Se Guzarte Hain,Shashwat Sachdev,Hindi Film,29,11-25,False,1,19,19,204,11.0,1.0,4.8090064680634965,0.3333333333333333,False,2026-04-09,11.0,11-25,11-25,0,0
2026-04-08,13,Finding Her,Kushagra,Hindi Indie,29,11-25,False,1,30,30,29,13.0,0.0,1.1663127258819146,0.0,False,2026-04-09,12.0,11-25,11-25,0,0
2026-04-08,14,Boyfriend,Karan Aujla,Punjabi-Haryanvi Pop,29,11-25,False,1,30,30,29,16.0,-2.0,2.0423576406842545,-1.0,False,2026-04-09,16.0,11-25,11-25,0,0
2026-04-08,15,Pavazha Malli,Sai Abhyankkar,South Indian Film,29,11-25,False,1,30,30,35,14.0,1.0,2.3720528995751504,1.0,False,2026-04-09,14.0,11-25,11-25,0,0
2026-04-08,16,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,29,11-25,False,1,30,30,29,15.0,1.0,0.9789703149364407,0.0,False,2026-04-09,15.0,11-25,11-25,0,0
2026-04-08,17,Shararat,Shashwat Sachdev,Hindi Film,29,11-25,False,1,30,30,476,18.0,-1.0,1.4871626657136432,0.6666666666666666,False,2026-04-09,18.0,11-25,11-25,0,0
2026-04-08,18,Ishq,Faheem Abdullah,Hindi Indie,29,11-25,False,1,30,30,78,17.0,1.0,2.376560129670728,-0.3333333333333333,False,2026-04-09,19.0,11-25,11-25,0,0
2026-04-08,19,Mann Mera,Gajendra Verma,Hindi Indie,29,11-25,False,1,30,30,29,21.0,-2.0,1.9024985136736168,-0.3333333333333333,False,2026-04-09,17.0,11-25,11-25,0,0
2026-04-08,20,Saiyaara,Tanishk Bagchi,Hindi Film,29,11-25,False,1,30,30,29,20.0,0.0,1.4967265113248762,-0.3333333333333333,False,2026-04-09,20.0,11-25,11-25,0,0
2026-04-08,21,Darkhaast,Mithoon,Hindi Film,29,11-25,False,1,30,30,29,31.0,-10.0,4.553552401896054,-3.3333333333333335,False,2026-04-09,22.0,11-25,11-25,0,0
2026-04-08,22,Ishqa Ve,Zeeshan Ali,Hindi Indie,29,11-25,False,1,30,30,29,22.0,0.0,3.3357502137755946,-1.6666666666666667,False,2026-04-09,23.0,11-25,11-25,0,0
2026-04-08,23,Tum Ho Toh,Vishal Mishra,Hindi Film,29,11-25,False,1,30,30,29,35.0,-12.0,3.7843158395362617,-2.0,False,2026-04-09,28.0,26-50,26-50,0,0
2026-04-08,24,Dhurandhar - Title Track,Shashwat Sachdev,Hindi Film,29,11-25,False,1,30,30,30,19.0,5.0,1.6342062911824533,2.0,False,2026-04-09,25.0,11-25,11-25,0,0
2026-04-08,25,Naal Nachna,Shashwat Sachdev,Hindi Film,29,11-25,False,1,30,30,359,30.0,-5.0,3.1252110511371582,-0.3333333333333333,False,2026-04-09,26.0,26-50,26-50,0,0
2026-04-08,26,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,29,26-50,False,1,30,30,79,26.0,0.0,2.1093754816796033,1.3333333333333333,False,2026-04-09,24.0,11-25,11-25,0,0
2026-04-08,27,Raanjhan,Sachet-Parampara,Hindi Film,29,26-50,False,1,30,30,31,24.0,3.0,2.3382260011261637,0.6666666666666666,False,2026-04-09,31.0,26-50,26-50,0,0
2026-04-08,28,Deewaana Deewaana,A.R. Rahman,Hindi Film,29,26-50,False,1,30,30,29,32.0,-4.0,2.166659044469656,1.3333333333333333,False,2026-04-09,29.0,26-50,26-50,0,0
2026-04-08,29,Bairi,Virat,Punjabi-Haryanvi Pop,29,26-50,False,1,30,30,29,25.0,4.0,1.992852865765502,2.0,False,2026-04-09,27.0,26-50,26-50,0,0
2026-04-08,30,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,29,26-50,False,1,30,30,79,27.0,3.0,2.9679220401862088,-1.6666666666666667,False,2026-04-09,35.0,26-50,26-50,0,0
2026-04-08,31,Tere Liye,Atif Aslam,Hindi Film,29,26-50,False,1,30,30,29,28.0,3.0,2.666567576438787,0.3333333333333333,False,2026-04-09,21.0,11-25,11-25,0,0
2026-04-08,32,Phir Se,Shashwat Sachdev,Hindi Film,29,26-50,False,1,16,16,395,29.0,3.0,5.596030339048883,1.3333333333333333,False,2026-04-09,30.0,26-50,26-50,0,0
2026-04-08,33,Agar Tum Saath Ho,Alka Yagnik,Hindi Film,29,26-50,False,1,30,30,29,37.0,-4.0,2.057439157265696,-1.3333333333333333,False,2026-04-09,32.0,26-50,26-50,0,0
2026-04-08,34,Tere Bina,A.R. Rahman,Hindi Film,29,26-50,False,1,30,30,79,38.0,-4.0,4.325353181265927,-0.6666666666666666,False,2026-04-09,33.0,26-50,26-50,0,0
2026-04-08,35,Run Down The City - Monica,Shashwat Sachdev,Hindi Film,29,26-50,False,1,18,18,433,34.0,1.0,3.4770627543839177,1.0,False,2026-04-09,38.0,26-50,26-50,0,0
2026-04-08,36,Haseen,Talwiinder,Punjabi-Haryanvi Pop,29,26-50,False,1,30,30,29,33.0,3.0,2.3730552460807246,0.6666666666666666,False,2026-04-09,36.0,26-50,26-50,0,0
2026-04-08,37,Barbaad,The Rish,Hindi Indie,29,26-50,False,1,30,30,29,39.0,-2.0,2.7335063700146778,-0.3333333333333333,False,2026-04-09,37.0,26-50,26-50,0,0
2026-04-08,38,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,29,26-50,False,1,30,30,293,36.0,2.0,2.617511684737703,1.6666666666666667,False,2026-04-09,39.0,26-50,26-50,0,0
2026-04-08,39,Teri Deewani,Kailash Kher,Hindi Film,29,26-50,False,3,15,28,27,41.0,-2.0,2.3430313524081035,-0.6666666666666666,False,2026-04-09,40.0,26-50,26-50,0,0
2026-04-08,40,Jogi,thiarajxtt,Punjabi-Haryanvi Pop,29,26-50,False,3,3,17,16,23.0,17.0,21.0,-4.0,False,2026-04-09,34.0,26-50,26-50,0,0
2026-04-08,41,Ye Tune Kya Kiya,Pritam,Hindi Film,29,26-50,False,1,30,30,31,40.0,1.0,2.71517512896959,-0.6666666666666666,False,2026-04-09,42.0,26-50,26-50,0,0
2026-04-08,42,Mann Mera - Original Version,Gajendra Verma,Hindi Indie,29,26-50,False,5,8,16,65,44.0,-2.0,3.057276365576099,0.0,False,2026-04-09,41.0,26-50,26-50,0,0
2026-04-08,43,Ehsaas,Faheem Abdullah,Hindi Indie,29,26-50,True,2,1,29,28,,,0.0,-0.5,True,2026-04-09,43.0,26-50,26-50,0,0
2026-04-08,44,Dhun,Mithoon,Hindi Film,29,26-50,True,6,1,14,63,,,0.0,2.0,True,2026-04-09,,,Exit,0,1
2026-04-08,45,Zaalima,Arijit Singh,Hindi Film,29,26-50,False,4,2,15,119,43.0,2.0,0.0,0.5,False,2026-04-09,,,Exit,0,1
2026-04-08,46,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,29,26-50,False,5,2,14,13,46.0,0.0,0.0,0.0,False,2026-04-09,46.0,26-50,26-50,0,0
2026-04-08,47,Main Aur Tu,Shashwat Sachdev,Hindi Film,29,26-50,False,2,13,16,327,49.0,-2.0,2.8674417556808756,0.3333333333333333,False,2026-04-09,48.0,26-50,26-50,0,0
2026-04-08,48,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,29,26-50,False,1,30,30,180,45.0,3.0,3.004554608385099,2.6666666666666665,False,2026-04-09,50.0,26-50,26-50,0,0
2026-04-08,49,Mast Magan,Arijit Singh,Hindi Film,29,26-50,False,7,3,21,34,47.0,2.0,2.0,0.0,False,2026-04-09,45.0,26-50,26-50,0,0
2026-04-08,50,Aaya Sher,Anirudh Ravichander,South Indian Film,29,26-50,False,1,30,30,29,50.0,0.0,2.2701076676734884,1.6666666666666667,False,2026-04-09,49.0,26-50,26-50,0,0
2026-04-09,1,Bairan,Banjaare,Hindi Indie,30,Top10,False,1,31,31,30,1.0,0.0,0.0,0.0,False,2026-04-10,1.0,Top10,Top10,1,0
2026-04-09,2,Jaiye Sajana,Shashwat Sachdev,Hindi Film,30,Top10,False,1,20,20,244,2.0,0.0,3.8004227786390943,0.0,False,2026-04-10,2.0,Top10,Top10,1,0
2026-04-09,3,Gehra Hua,Shashwat Sachdev,Hindi Film,30,Top10,False,1,31,31,123,3.0,0.0,0.3651483716701107,0.0,False,2026-04-10,3.0,Top10,Top10,1,0
2026-04-09,4,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,30,Top10,False,2,18,30,30,4.0,0.0,0.47058823529411764,0.0,False,2026-04-10,4.0,Top10,Top10,1,0
2026-04-09,5,Khat,Navjot Ahuja,Hindi Indie,30,Top10,False,1,31,31,30,5.0,0.0,0.5734883511361752,0.0,False,2026-04-10,5.0,Top10,Top10,1,0
2026-04-09,6,Dooron Dooron,Paresh Pahuja,Hindi Indie,30,Top10,False,1,31,31,30,7.0,-1.0,0.8137703743822469,-0.3333333333333333,False,2026-04-10,7.0,Top10,Top10,1,0
2026-04-09,7,Dhurandhar The Revenge - Aari Aari,Shashwat Sachdev,Hindi Film,30,Top10,False,1,23,23,73,6.0,1.0,3.0383227212851645,0.3333333333333333,False,2026-04-10,6.0,Top10,Top10,1,0
2026-04-09,8,Apna Bana Le,Sachin-Jigar,Hindi Film,30,Top10,False,1,31,31,30,8.0,0.0,1.3186693629901654,-1.0,False,2026-04-10,8.0,Top10,Top10,1,0
2026-04-09,9,Samjhawan,Jawad Ahmad,Hindi Film,30,Top10,False,1,31,31,30,11.0,-2.0,1.4996295838935991,-1.0,False,2026-04-10,12.0,11-25,11-25,0,0
2026-04-09,10,Sahiba,Aditya Rikhari,Hindi Indie,30,Top10,False,1,31,31,30,9.0,1.0,1.0873004286866725,0.6666666666666666,False,2026-04-10,10.0,Top10,Top10,1,0
2026-04-09,11,Jaan Se Guzarte Hain,Shashwat Sachdev,Hindi Film,30,11-25,False,1,20,20,205,12.0,-1.0,4.681548622723597,0.6666666666666666,False,2026-04-10,11.0,11-25,11-25,0,0
2026-04-09,12,Finding Her,Kushagra,Hindi Indie,30,11-25,False,1,31,31,30,13.0,-1.0,1.16476034731041,-0.6666666666666666,False,2026-04-10,14.0,11-25,11-25,0,0
2026-04-09,13,Sitaare,Arijit Singh,Hindi Film,30,11-25,False,1,31,31,84,10.0,3.0,1.2092238098144705,1.0,False,2026-04-10,9.0,Top10,Top10,1,0
2026-04-09,14,Pavazha Malli,Sai Abhyankkar,South Indian Film,30,11-25,False,1,31,31,36,15.0,-1.0,2.333571416424952,0.3333333333333333,False,2026-04-10,13.0,11-25,11-25,0,0
2026-04-09,15,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,30,11-25,False,1,31,31,30,16.0,-1.0,0.989388138643722,0.0,False,2026-04-10,16.0,11-25,11-25,0,0
2026-04-09,16,Boyfriend,Karan Aujla,Punjabi-Haryanvi Pop,30,11-25,False,1,31,31,30,14.0,2.0,2.0409692686455507,0.0,False,2026-04-10,15.0,11-25,11-25,0,0
2026-04-09,17,Mann Mera,Gajendra Verma,Hindi Indie,30,11-25,False,1,31,31,30,19.0,-2.0,1.9058389811897074,-0.6666666666666666,False,2026-04-10,18.0,11-25,11-25,0,0
2026-04-09,18,Shararat,Shashwat Sachdev,Hindi Film,30,11-25,False,1,31,31,477,17.0,1.0,1.4696938456699067,0.0,False,2026-04-10,17.0,11-25,11-25,0,0
2026-04-09,19,Ishq,Faheem Abdullah,Hindi Indie,30,11-25,False,1,31,31,79,18.0,1.0,2.3402279091290805,0.6666666666666666,False,2026-04-10,19.0,11-25,11-25,0,0
2026-04-09,20,Saiyaara,Tanishk Bagchi,Hindi Film,30,11-25,False,1,31,31,30,20.0,0.0,1.471582670309608,-0.3333333333333333,False,2026-04-10,21.0,11-25,11-25,0,0
2026-04-09,21,Tere Liye,Atif Aslam,Hindi Film,30,11-25,False,1,31,31,30,31.0,-10.0,3.209188197798454,-2.0,False,2026-04-10,26.0,26-50,26-50,0,0
2026-04-09,22,Darkhaast,Mithoon,Hindi Film,30,11-25,False,1,31,31,30,21.0,1.0,4.4825587930704645,-3.0,False,2026-04-10,27.0,26-50,26-50,0,0
2026-04-09,23,Ishqa Ve,Zeeshan Ali,Hindi Indie,30,11-25,False,1,31,31,30,22.0,1.0,3.2836294282732674,-2.3333333333333335,False,2026-04-10,22.0,11-25,11-25,0,0
2026-04-09,24,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,30,11-25,False,1,31,31,80,26.0,-2.0,2.118699810942761,0.6666666666666666,False,2026-04-10,20.0,11-25,11-25,0,0
2026-04-09,25,Dhurandhar - Title Track,Shashwat Sachdev,Hindi Film,30,11-25,False,1,31,31,31,24.0,1.0,1.6141733350404335,1.6666666666666667,False,2026-04-10,25.0,11-25,11-25,0,0
2026-04-09,26,Naal Nachna,Shashwat Sachdev,Hindi Film,30,26-50,False,1,31,31,360,25.0,1.0,3.0841890704401087,-0.6666666666666666,False,2026-04-10,23.0,11-25,11-25,0,0
2026-04-09,27,Bairi,Virat,Punjabi-Haryanvi Pop,30,26-50,False,1,31,31,30,29.0,-2.0,2.008039397577204,1.3333333333333333,False,2026-04-10,24.0,11-25,11-25,0,0
2026-04-09,28,Tum Ho Toh,Vishal Mishra,Hindi Film,30,26-50,False,1,31,31,30,23.0,5.0,3.8378234572331342,-0.3333333333333333,False,2026-04-10,30.0,26-50,26-50,0,0
2026-04-09,29,Deewaana Deewaana,A.R. Rahman,Hindi Film,30,26-50,False,1,31,31,30,28.0,1.0,2.1354156504062622,1.3333333333333333,False,2026-04-10,28.0,26-50,26-50,0,0
2026-04-09,30,Phir Se,Shashwat Sachdev,Hindi Film,30,26-50,False,1,17,17,396,32.0,-2.0,5.425273610611726,2.0,False,2026-04-10,29.0,26-50,26-50,0,0
2026-04-09,31,Raanjhan,Sachet-Parampara,Hindi Film,30,26-50,False,1,31,31,32,27.0,4.0,2.390722810272148,1.6666666666666667,False,2026-04-10,31.0,26-50,26-50,0,0
2026-04-09,32,Agar Tum Saath Ho,Alka Yagnik,Hindi Film,30,26-50,False,1,31,31,30,33.0,-1.0,2.034425935955617,-1.6666666666666667,False,2026-04-10,32.0,26-50,26-50,0,0
2026-04-09,33,Tere Bina,A.R. Rahman,Hindi Film,30,26-50,False,1,31,31,80,34.0,-1.0,4.259499188089292,-1.6666666666666667,False,2026-04-10,34.0,26-50,26-50,0,0
2026-04-09,34,Jogi,thiarajxtt,Punjabi-Haryanvi Pop,30,26-50,False,3,4,18,17,40.0,-6.0,17.172329163188344,-4.666666666666667,False,2026-04-10,33.0,26-50,26-50,0,0
2026-04-09,35,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,30,26-50,False,1,31,31,80,30.0,5.0,3.0457620830699605,0.3333333333333333,False,2026-04-10,35.0,26-50,26-50,0,0
2026-04-09,36,Haseen,Talwiinder,Punjabi-Haryanvi Pop,30,26-50,False,1,31,31,30,36.0,0.0,2.3335714164249515,0.3333333333333333,False,2026-04-10,40.0,26-50,26-50,0,0
2026-04-09,37,Barbaad,The Rish,Hindi Indie,30,26-50,False,1,31,31,30,37.0,0.0,2.6876259660401653,0.3333333333333333,False,2026-04-10,37.0,26-50,26-50,0,0
2026-04-09,38,Run Down The City - Monica,Shashwat Sachdev,Hindi Film,30,26-50,False,1,19,19,434,35.0,3.0,3.484090826727812,2.0,False,2026-04-10,39.0,26-50,26-50,0,0
2026-04-09,39,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,30,26-50,False,1,31,31,294,38.0,1.0,2.5811280910141257,2.0,False,2026-04-10,36.0,26-50,26-50,0,0
2026-04-09,40,Teri Deewani,Kailash Kher,Hindi Film,30,26-50,False,3,16,29,28,39.0,1.0,2.3036203390894663,0.3333333333333333,False,2026-04-10,38.0,26-50,26-50,0,0
2026-04-09,41,Mann Mera - Original Version,Gajendra Verma,Hindi Indie,30,26-50,False,5,9,17,66,42.0,-1.0,2.8613807855648994,-0.3333333333333333,False,2026-04-10,47.0,26-50,26-50,0,0
2026-04-09,42,Ye Tune Kya Kiya,Pritam,Hindi Film,30,26-50,False,1,31,31,32,41.0,1.0,2.672701504720146,0.3333333333333333,False,2026-04-10,41.0,26-50,26-50,0,0
2026-04-09,43,Ehsaas,Faheem Abdullah,Hindi Indie,30,26-50,False,2,2,30,29,43.0,0.0,0.0,0.0,False,2026-04-10,44.0,26-50,26-50,0,0
2026-04-09,44,Not Guilty,Dhanda Nyoliwala,Punjabi-Haryanvi Pop,30,26-50,True,3,1,28,27,,,0.0,-3.5,True,2026-04-10,46.0,26-50,26-50,0,0
2026-04-09,45,Mast Magan,Arijit Singh,Hindi Film,30,26-50,False,7,4,22,35,49.0,-4.0,2.494438257849294,-1.3333333333333333,False,2026-04-10,43.0,26-50,26-50,0,0
2026-04-09,46,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,30,26-50,False,5,3,15,14,46.0,0.0,0.0,0.0,False,2026-04-10,,,Exit,0,1
2026-04-09,47,High On You,Jind Universe,Punjabi-Haryanvi Pop,30,26-50,True,2,1,10,9,,,0.0,-1.0,True,2026-04-10,,,Exit,0,1
2026-04-09,48,Main Aur Tu,Shashwat Sachdev,Hindi Film,30,26-50,False,2,14,17,328,47.0,1.0,2.7563804411029103,1.6666666666666667,False,2026-04-10,45.0,26-50,26-50,0,0
2026-04-09,49,Aaya Sher,Anirudh Ravichander,South Indian Film,30,26-50,False,1,31,31,30,50.0,-1.0,2.256841450641434,1.3333333333333333,False,2026-04-10,,,Exit,0,1
2026-04-09,50,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,30,26-50,False,1,31,31,181,48.0,2.0,2.970222587992729,1.0,False,2026-04-10,48.0,26-50,26-50,0,0
2026-04-10,1,Bairan,Banjaare,Hindi Indie,31,Top10,False,1,32,32,31,1.0,0.0,0.0,0.0,False,2026-04-11,1.0,Top10,Top10,1,0
2026-04-10,2,Jaiye Sajana,Shashwat Sachdev,Hindi Film,31,Top10,False,1,21,21,245,2.0,0.0,3.716180835212409,0.0,False,2026-04-11,2.0,Top10,Top10,1,0
2026-04-10,3,Gehra Hua,Shashwat Sachdev,Hindi Film,31,Top10,False,1,32,32,124,3.0,0.0,0.3592106040535498,0.0,False,2026-04-11,3.0,Top10,Top10,1,0
2026-04-10,4,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,31,Top10,False,2,19,31,31,4.0,0.0,0.4581228472908512,0.0,False,2026-04-11,4.0,Top10,Top10,1,0
2026-04-10,5,Khat,Navjot Ahuja,Hindi Indie,31,Top10,False,1,32,32,31,5.0,0.0,0.5642856672430938,0.0,False,2026-04-11,5.0,Top10,Top10,1,0
2026-04-10,6,Dhurandhar The Revenge - Aari Aari,Shashwat Sachdev,Hindi Film,31,Top10,False,1,24,24,74,7.0,-1.0,2.9724634148064712,0.0,False,2026-04-11,8.0,Top10,Top10,1,0
2026-04-10,7,Dooron Dooron,Paresh Pahuja,Hindi Indie,31,Top10,False,1,32,32,31,6.0,1.0,0.8173457715690274,-0.3333333333333333,False,2026-04-11,7.0,Top10,Top10,1,0
2026-04-10,8,Apna Bana Le,Sachin-Jigar,Hindi Film,31,Top10,False,1,32,32,31,8.0,0.0,1.29756034587863,-0.3333333333333333,False,2026-04-11,9.0,Top10,Top10,1,0
