Date,Rank,Song,Artist,Genre,Date_Index,State,New_Spell,Spell_Number,Days_On_Chart,Total_Appearances,Artist_Past_Appearances,Prev_Rank,Delta_R,Volatility_So_Far,Rank_Velocity,Is_New_Entry,Next_Date,Next_Rank,Observed_Next_State,Next_State,Top10_Tomorrow,Exit_Tomorrow
2026-03-16,34,Naal Nachna,Shashwat Sachdev,Hindi Film,6,26-50,False,1,7,7,336,42.0,-8.0,4.6696419087073,0.3333333333333333,False,2026-03-17,35.0,26-50,26-50,0,0
2026-03-16,35,Barbaad,The Rish,Hindi Indie,6,26-50,False,1,7,7,6,40.0,-5.0,2.544056253745625,-0.3333333333333333,False,2026-03-17,36.0,26-50,26-50,0,0
2026-03-16,36,Ehsaas,Faheem Abdullah,Hindi Indie,6,26-50,False,1,7,7,6,37.0,-1.0,3.0776975521032313,-1.0,False,2026-03-17,38.0,26-50,26-50,0,0
2026-03-16,37,Zaalima,Arijit Singh,Hindi Film,6,26-50,False,1,7,7,111,33.0,4.0,5.520165053893065,-1.6666666666666667,False,2026-03-17,39.0,26-50,26-50,0,0
2026-03-16,38,Mast Magan,Arijit Singh,Hindi Film,6,26-50,False,1,7,7,20,38.0,0.0,2.70801280154532,1.3333333333333333,False,2026-03-17,37.0,26-50,26-50,0,0
2026-03-16,39,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,6,26-50,False,1,7,7,270,39.0,0.0,2.6246692913372702,1.3333333333333333,False,2026-03-17,41.0,26-50,26-50,0,0
2026-03-16,40,Teri Deewani,Kailash Kher,Hindi Film,6,26-50,False,1,7,7,6,41.0,-1.0,4.784233364802441,-2.6666666666666665,False,2026-03-17,40.0,26-50,26-50,0,0
2026-03-16,41,Humdard,Arijit Singh,Hindi Film,6,26-50,False,1,7,7,6,43.0,-2.0,4.74926894959167,-2.0,False,2026-03-17,46.0,26-50,26-50,0,0
2026-03-16,42,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,6,26-50,False,1,6,6,5,44.0,-2.0,2.8705400188814645,-1.3333333333333333,False,2026-03-17,42.0,26-50,26-50,0,0
2026-03-16,43,KALYANI,ARJN,Hindi Indie,6,26-50,False,1,7,7,6,36.0,7.0,3.387066905483596,0.6666666666666666,False,2026-03-17,44.0,26-50,26-50,0,0
2026-03-16,44,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,6,26-50,False,1,7,7,157,45.0,-1.0,2.494438257849294,2.0,False,2026-03-17,45.0,26-50,26-50,0,0
2026-03-16,45,Mann Mera - Original Version,Gajendra Verma,Hindi Indie,6,26-50,False,2,2,4,53,47.0,-2.0,0.0,-1.0,False,2026-03-17,50.0,26-50,26-50,0,0
2026-03-16,46,Kithe Reh Gaya,Neeti Mohan,Hindi Indie,6,26-50,False,1,7,7,6,46.0,0.0,1.8633899812498247,0.6666666666666666,False,2026-03-17,43.0,26-50,26-50,0,0
2026-03-16,47,Aakh Ye Taalibaani,Manish Sonipat Aala,Punjabi-Haryanvi Pop,6,26-50,True,2,1,6,5,,,0.0,2.5,True,2026-03-17,,,Exit,0,1
2026-03-16,48,Ucha Lamba Kad,Anand Raj Anand,Hindi Film,6,26-50,True,1,1,1,0,,,0.0,0.0,True,2026-03-17,,,Exit,0,1
2026-03-16,49,High On You,Jind Universe,Punjabi-Haryanvi Pop,6,26-50,False,1,7,7,6,50.0,-1.0,4.232808366400098,2.0,False,2026-03-17,49.0,26-50,26-50,0,0
2026-03-16,50,Tu Na Samjhe,Hellow Raja,Hindi Indie,6,26-50,False,1,5,5,4,35.0,15.0,9.229707470987366,3.3333333333333335,False,2026-03-17,,,Exit,0,1
2026-03-17,1,Bairan,Banjaare,Hindi Indie,7,Top10,False,1,8,8,7,1.0,0.0,0.0,0.0,False,2026-03-18,1.0,Top10,Top10,1,0
2026-03-17,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,7,Top10,False,1,8,8,8,2.0,0.0,0.0,0.0,False,2026-03-18,2.0,Top10,Top10,1,0
2026-03-17,3,Gehra Hua,Shashwat Sachdev,Hindi Film,7,Top10,False,1,8,8,100,3.0,0.0,0.0,0.0,False,2026-03-18,3.0,Top10,Top10,1,0
2026-03-17,4,Dooron Dooron,Paresh Pahuja,Hindi Indie,7,Top10,False,1,8,8,7,4.0,0.0,0.5345224838248488,0.0,False,2026-03-18,4.0,Top10,Top10,1,0
2026-03-17,5,Khat,Navjot Ahuja,Hindi Indie,7,Top10,False,1,8,8,7,5.0,0.0,0.880630571852711,-0.3333333333333333,False,2026-03-18,5.0,Top10,Top10,1,0
2026-03-17,6,Sahiba,Aditya Rikhari,Hindi Indie,7,Top10,False,1,8,8,7,6.0,0.0,1.0690449676496976,0.3333333333333333,False,2026-03-18,6.0,Top10,Top10,1,0
2026-03-17,7,Samjhawan,Jawad Ahmad,Hindi Film,7,Top10,False,1,8,8,7,7.0,0.0,0.4517539514526257,0.0,False,2026-03-18,8.0,Top10,Top10,1,0
2026-03-17,8,Sitaare,Arijit Singh,Hindi Film,7,Top10,False,1,8,8,61,8.0,0.0,0.9035079029052513,0.0,False,2026-03-18,7.0,Top10,Top10,1,0
2026-03-17,9,Finding Her,Kushagra,Hindi Indie,7,Top10,False,1,8,8,7,10.0,-1.0,1.0690449676496976,0.0,False,2026-03-18,9.0,Top10,Top10,1,0
2026-03-17,10,Apna Bana Le,Sachin-Jigar,Hindi Film,7,Top10,False,1,8,8,7,9.0,1.0,1.498298354528788,-1.3333333333333333,False,2026-03-18,10.0,Top10,Top10,1,0
2026-03-17,11,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,7,11-25,False,1,8,8,7,11.0,0.0,0.7284313590846835,0.0,False,2026-03-18,11.0,11-25,11-25,0,0
2026-03-17,12,Shararat,Shashwat Sachdev,Hindi Film,7,11-25,False,1,8,8,454,12.0,0.0,1.3093073414159542,0.6666666666666666,False,2026-03-18,15.0,11-25,11-25,0,0
2026-03-17,13,Ishq,Faheem Abdullah,Hindi Indie,7,11-25,False,1,8,8,56,14.0,-1.0,1.9166296949998198,0.3333333333333333,False,2026-03-18,16.0,11-25,11-25,0,0
2026-03-17,14,Bairi,Virat,Punjabi-Haryanvi Pop,7,11-25,False,1,8,8,7,13.0,1.0,1.4846149779161804,0.3333333333333333,False,2026-03-18,13.0,11-25,11-25,0,0
2026-03-17,15,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,7,11-25,False,1,8,8,57,15.0,0.0,0.6388765649999398,0.0,False,2026-03-18,12.0,11-25,11-25,0,0
2026-03-17,16,Boyfriend,Karan Aujla,Punjabi-Haryanvi Pop,7,11-25,False,1,8,8,7,16.0,0.0,0.989743318610787,-0.3333333333333333,False,2026-03-18,14.0,11-25,11-25,0,0
2026-03-17,17,Mann Mera,Gajendra Verma,Hindi Indie,7,11-25,False,1,8,8,7,18.0,-1.0,2.5314350209527645,-1.3333333333333333,False,2026-03-18,18.0,11-25,11-25,0,0
2026-03-17,18,Saiyaara,Tanishk Bagchi,Hindi Film,7,11-25,False,1,8,8,7,17.0,1.0,1.498298354528788,0.6666666666666666,False,2026-03-18,19.0,11-25,11-25,0,0
2026-03-17,19,Ishqa Ve,Zeeshan Ali,Hindi Indie,7,11-25,False,1,8,8,7,20.0,-1.0,1.1952286093343936,0.0,False,2026-03-18,23.0,11-25,11-25,0,0
2026-03-17,20,Tere Liye,Atif Aslam,Hindi Film,7,11-25,False,1,8,8,7,21.0,-1.0,3.1036515689143473,-1.0,False,2026-03-18,26.0,26-50,26-50,0,0
2026-03-17,21,Raanjhan,Sachet-Parampara,Hindi Film,7,11-25,False,1,8,8,9,19.0,2.0,1.761261143705422,1.0,False,2026-03-18,22.0,11-25,11-25,0,0
2026-03-17,22,Pavazha Malli,Sai Abhyankkar,South Indian Film,7,11-25,False,1,8,8,13,22.0,0.0,2.657296462534039,-0.6666666666666666,False,2026-03-18,17.0,11-25,11-25,0,0
2026-03-17,23,Dhurandhar - Title Track,Shashwat Sachdev,Hindi Film,7,11-25,False,1,8,8,8,23.0,0.0,0.9035079029052513,1.0,False,2026-03-18,20.0,11-25,11-25,0,0
2026-03-17,24,Deewaana Deewaana,A.R. Rahman,Hindi Film,7,11-25,False,1,8,8,7,24.0,0.0,0.9897433186107869,-0.3333333333333333,False,2026-03-18,24.0,11-25,11-25,0,0
2026-03-17,25,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,7,11-25,False,1,8,8,57,25.0,0.0,1.7261494247992246,-0.6666666666666666,False,2026-03-18,32.0,26-50,26-50,0,0
2026-03-17,26,Tere Bina,A.R. Rahman,Hindi Film,7,26-50,False,1,8,8,57,26.0,0.0,1.577908716741037,1.3333333333333333,False,2026-03-18,27.0,26-50,26-50,0,0
2026-03-17,27,Agar Tum Saath Ho,Alka Yagnik,Hindi Film,7,26-50,False,1,8,8,7,27.0,0.0,0.9258200997725514,-0.3333333333333333,False,2026-03-18,30.0,26-50,26-50,0,0
2026-03-17,28,Tum Ho Toh,Vishal Mishra,Hindi Film,7,26-50,False,1,8,8,7,30.0,-2.0,1.2777531299998797,-0.3333333333333333,False,2026-03-18,31.0,26-50,26-50,0,0
2026-03-17,29,Aaya Sher,Anirudh Ravichander,South Indian Film,7,26-50,False,1,8,8,7,28.0,1.0,0.4948716593053935,1.0,False,2026-03-18,29.0,26-50,26-50,0,0
2026-03-17,30,Haseen,Talwiinder,Punjabi-Haryanvi Pop,7,26-50,False,1,8,8,7,29.0,1.0,0.8329931278350429,0.0,False,2026-03-18,33.0,26-50,26-50,0,0
2026-03-17,31,Darkhaast,Mithoon,Hindi Film,7,26-50,False,1,8,8,7,31.0,0.0,2.8713930346059686,-1.0,False,2026-03-18,25.0,11-25,11-25,0,0
2026-03-17,32,Not Guilty,Dhanda Nyoliwala,Punjabi-Haryanvi Pop,7,26-50,False,1,8,8,7,32.0,0.0,0.5345224838248488,0.0,False,2026-03-18,34.0,26-50,26-50,0,0
2026-03-17,33,Ye Tune Kya Kiya,Pritam,Hindi Film,7,26-50,False,1,8,8,9,33.0,0.0,2.6186146828319083,0.6666666666666666,False,2026-03-18,37.0,26-50,26-50,0,0
2026-03-17,34,Shree Hanuman Chalisa,Hariharan,Devotional/Spiritual,7,26-50,True,2,1,2,1,,,0.0,0.0,True,2026-03-18,,,Exit,0,1
2026-03-17,35,Naal Nachna,Shashwat Sachdev,Hindi Film,7,26-50,False,1,8,8,337,34.0,1.0,4.370588154508101,-0.3333333333333333,False,2026-03-18,35.0,26-50,26-50,0,0
2026-03-17,36,Barbaad,The Rish,Hindi Indie,7,26-50,False,1,8,8,7,35.0,1.0,2.3733211036908783,-0.6666666666666666,False,2026-03-18,36.0,26-50,26-50,0,0
2026-03-17,37,Mast Magan,Arijit Singh,Hindi Film,7,26-50,False,1,8,8,21,38.0,-1.0,2.5314350209527645,1.3333333333333333,False,2026-03-18,41.0,26-50,26-50,0,0
2026-03-17,38,Ehsaas,Faheem Abdullah,Hindi Indie,7,26-50,False,1,8,8,7,36.0,2.0,2.9485382057928993,-1.3333333333333333,False,2026-03-18,42.0,26-50,26-50,0,0
2026-03-17,39,Zaalima,Arijit Singh,Hindi Film,7,26-50,False,1,8,8,112,37.0,2.0,5.229430062206608,-1.3333333333333333,False,2026-03-18,50.0,26-50,26-50,0,0
2026-03-17,40,Teri Deewani,Kailash Kher,Hindi Film,7,26-50,False,1,8,8,7,40.0,0.0,4.435478484645721,0.0,False,2026-03-18,40.0,26-50,26-50,0,0
2026-03-17,41,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,7,26-50,False,1,8,8,271,39.0,2.0,2.5634797778466227,2.0,False,2026-03-18,38.0,26-50,26-50,0,0
2026-03-17,42,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,7,26-50,False,1,7,7,6,42.0,0.0,2.6718699236468995,-1.0,False,2026-03-18,44.0,26-50,26-50,0,0
2026-03-17,43,Kithe Reh Gaya,Neeti Mohan,Hindi Indie,7,26-50,False,1,8,8,7,46.0,-3.0,2.0503857277724746,-1.0,False,2026-03-18,49.0,26-50,26-50,0,0
2026-03-17,44,KALYANI,ARJN,Hindi Indie,7,26-50,False,1,8,8,7,43.0,1.0,3.1493439550069433,2.3333333333333335,False,2026-03-18,39.0,26-50,26-50,0,0
2026-03-17,45,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,7,26-50,False,1,8,8,158,44.0,1.0,2.3123448651769496,2.0,False,2026-03-18,43.0,26-50,26-50,0,0
2026-03-17,46,Humdard,Arijit Singh,Hindi Film,7,26-50,False,1,8,8,7,41.0,5.0,4.923910839889739,1.6666666666666667,False,2026-03-18,45.0,26-50,26-50,0,0
2026-03-17,47,Jhol - Acoustic,Maanu,Hindi Indie,7,26-50,True,2,1,7,6,,,0.0,-0.5,True,2026-03-18,46.0,26-50,26-50,0,0
2026-03-17,48,Dhun,Mithoon,Hindi Film,7,26-50,True,2,1,7,56,,,0.0,2.0,True,2026-03-18,48.0,26-50,26-50,0,0
2026-03-17,49,High On You,Jind Universe,Punjabi-Haryanvi Pop,7,26-50,False,1,8,8,7,49.0,0.0,3.9227229193559943,-0.3333333333333333,False,2026-03-18,47.0,26-50,26-50,0,0
2026-03-17,50,Mann Mera - Original Version,Gajendra Verma,Hindi Indie,7,26-50,False,2,3,5,54,45.0,5.0,3.5,1.5,False,2026-03-18,,,Exit,0,1
2026-03-18,1,Bairan,Banjaare,Hindi Indie,8,Top10,False,1,9,9,8,1.0,0.0,0.0,0.0,False,2026-03-19,1.0,Top10,Top10,1,0
2026-03-18,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,8,Top10,False,1,9,9,9,2.0,0.0,0.0,0.0,False,2026-03-19,2.0,Top10,Top10,1,0
2026-03-18,3,Gehra Hua,Shashwat Sachdev,Hindi Film,8,Top10,False,1,9,9,101,3.0,0.0,0.0,0.0,False,2026-03-19,3.0,Top10,Top10,1,0
2026-03-18,4,Dooron Dooron,Paresh Pahuja,Hindi Indie,8,Top10,False,1,9,9,8,4.0,0.0,0.5,-0.3333333333333333,False,2026-03-19,4.0,Top10,Top10,1,0
2026-03-18,5,Khat,Navjot Ahuja,Hindi Indie,8,Top10,False,1,9,9,8,5.0,0.0,0.82915619758885,-0.3333333333333333,False,2026-03-19,5.0,Top10,Top10,1,0
2026-03-18,6,Sahiba,Aditya Rikhari,Hindi Indie,8,Top10,False,1,9,9,8,6.0,0.0,1.0,0.6666666666666666,False,2026-03-19,8.0,Top10,Top10,1,0
2026-03-18,7,Sitaare,Arijit Singh,Hindi Film,8,Top10,False,1,9,9,62,8.0,-1.0,0.8660254037844386,-0.3333333333333333,False,2026-03-19,6.0,Top10,Top10,1,0
2026-03-18,8,Samjhawan,Jawad Ahmad,Hindi Film,8,Top10,False,1,9,9,8,7.0,1.0,0.4841229182759271,0.3333333333333333,False,2026-03-19,9.0,Top10,Top10,1,0
2026-03-18,9,Finding Her,Kushagra,Hindi Indie,8,Top10,False,1,9,9,8,9.0,0.0,1.0,-0.3333333333333333,False,2026-03-19,10.0,Top10,Top10,1,0
2026-03-18,10,Apna Bana Le,Sachin-Jigar,Hindi Film,8,Top10,False,1,9,9,8,10.0,0.0,1.4086784586980805,-0.3333333333333333,False,2026-03-19,11.0,11-25,11-25,0,0
2026-03-18,11,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,8,11-25,False,1,9,9,8,11.0,0.0,0.6959705453537527,-0.3333333333333333,False,2026-03-19,12.0,11-25,11-25,0,0
2026-03-18,12,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,8,11-25,False,1,9,9,58,15.0,-3.0,1.1989578808281798,-1.0,False,2026-03-19,17.0,11-25,11-25,0,0
2026-03-18,13,Bairi,Virat,Punjabi-Haryanvi Pop,8,11-25,False,1,9,9,8,14.0,-1.0,1.4086784586980805,0.0,False,2026-03-19,13.0,11-25,11-25,0,0
2026-03-18,14,Boyfriend,Karan Aujla,Punjabi-Haryanvi Pop,8,11-25,False,1,9,9,8,16.0,-2.0,1.165922381636102,-1.3333333333333333,False,2026-03-19,19.0,11-25,11-25,0,0
2026-03-18,15,Shararat,Shashwat Sachdev,Hindi Film,8,11-25,False,1,9,9,455,12.0,3.0,1.5761900266148114,2.0,False,2026-03-19,16.0,11-25,11-25,0,0
2026-03-18,16,Ishq,Faheem Abdullah,Hindi Indie,8,11-25,False,1,9,9,57,13.0,3.0,1.984313483298443,0.6666666666666666,False,2026-03-19,15.0,11-25,11-25,0,0
2026-03-18,17,Pavazha Malli,Sai Abhyankkar,South Indian Film,8,11-25,False,1,9,9,14,22.0,-5.0,2.7726341266023544,-3.0,False,2026-03-19,14.0,11-25,11-25,0,0
2026-03-18,18,Mann Mera,Gajendra Verma,Hindi Indie,8,11-25,False,1,9,9,8,17.0,1.0,2.3979157616563596,0.3333333333333333,False,2026-03-19,20.0,11-25,11-25,0,0
2026-03-18,19,Saiyaara,Tanishk Bagchi,Hindi Film,8,11-25,False,1,9,9,8,18.0,1.0,1.479019945774904,1.0,False,2026-03-19,21.0,11-25,11-25,0,0
2026-03-18,20,Dhurandhar - Title Track,Shashwat Sachdev,Hindi Film,8,11-25,False,1,9,9,9,23.0,-3.0,1.4142135623730951,-0.6666666666666666,False,2026-03-19,18.0,11-25,11-25,0,0
2026-03-18,21,Dhurandhar The Revenge - Aari Aari,Shashwat Sachdev,Hindi Film,8,11-25,True,1,1,1,51,,,0.0,0.0,True,2026-03-19,7.0,Top10,Top10,1,0
2026-03-18,22,Raanjhan,Sachet-Parampara,Hindi Film,8,11-25,False,1,9,9,10,21.0,1.0,1.653594569415369,0.6666666666666666,False,2026-03-19,23.0,11-25,11-25,0,0
2026-03-18,23,Ishqa Ve,Zeeshan Ali,Hindi Indie,8,11-25,False,1,9,9,8,19.0,4.0,1.7320508075688772,1.3333333333333333,False,2026-03-19,22.0,11-25,11-25,0,0
2026-03-18,24,Deewaana Deewaana,A.R. Rahman,Hindi Film,8,11-25,False,1,9,9,8,24.0,0.0,0.9270248108869579,-0.3333333333333333,False,2026-03-19,24.0,11-25,11-25,0,0
2026-03-18,25,Darkhaast,Mithoon,Hindi Film,8,11-25,False,1,9,9,8,31.0,-6.0,3.42554740151118,-3.0,False,2026-03-19,25.0,11-25,11-25,0,0
2026-03-18,26,Tere Liye,Atif Aslam,Hindi Film,8,26-50,False,1,9,9,8,20.0,6.0,3.570714214271425,1.6666666666666667,False,2026-03-19,26.0,26-50,26-50,0,0
2026-03-18,27,Tere Bina,A.R. Rahman,Hindi Film,8,26-50,False,1,9,9,58,26.0,1.0,1.4947825928876748,1.0,False,2026-03-19,29.0,26-50,26-50,0,0
2026-03-18,28,Jogi,thiarajxtt,Punjabi-Haryanvi Pop,8,26-50,True,1,1,1,0,,,0.0,0.0,True,2026-03-19,38.0,26-50,26-50,0,0
2026-03-18,29,Aaya Sher,Anirudh Ravichander,South Indian Film,8,26-50,False,1,9,9,8,29.0,0.0,0.5,0.6666666666666666,False,2026-03-19,30.0,26-50,26-50,0,0
2026-03-18,30,Agar Tum Saath Ho,Alka Yagnik,Hindi Film,8,26-50,False,1,9,9,8,27.0,3.0,1.3169567191065923,0.6666666666666666,False,2026-03-19,28.0,26-50,26-50,0,0
2026-03-18,31,Tum Ho Toh,Vishal Mishra,Hindi Film,8,26-50,False,1,9,9,8,28.0,3.0,1.6153559979150107,0.3333333333333333,False,2026-03-19,34.0,26-50,26-50,0,0
2026-03-18,32,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,8,26-50,False,1,9,9,58,25.0,7.0,2.8613807855648994,3.0,False,2026-03-19,27.0,26-50,26-50,0,0
2026-03-18,33,Haseen,Talwiinder,Punjabi-Haryanvi Pop,8,26-50,False,1,9,9,8,30.0,3.0,1.224744871391589,1.3333333333333333,False,2026-03-19,31.0,26-50,26-50,0,0
2026-03-18,34,Not Guilty,Dhanda Nyoliwala,Punjabi-Haryanvi Pop,8,26-50,False,1,9,9,8,32.0,2.0,0.82915619758885,0.6666666666666666,False,2026-03-19,32.0,26-50,26-50,0,0
2026-03-18,35,Naal Nachna,Shashwat Sachdev,Hindi Film,8,26-50,False,1,9,9,338,35.0,0.0,4.092676385936225,-2.3333333333333335,False,2026-03-19,33.0,26-50,26-50,0,0
2026-03-18,36,Barbaad,The Rish,Hindi Indie,8,26-50,False,1,9,9,8,36.0,0.0,2.222048604328897,-1.3333333333333333,False,2026-03-19,35.0,26-50,26-50,0,0
2026-03-18,37,Ye Tune Kya Kiya,Pritam,Hindi Film,8,26-50,False,1,9,9,10,33.0,4.0,2.7838821814150108,2.0,False,2026-03-19,39.0,26-50,26-50,0,0
2026-03-18,38,Lutt Le Gaya,Shashwat Sachdev,Hindi Film,8,26-50,False,1,9,9,272,41.0,-3.0,2.595067436503337,-0.3333333333333333,False,2026-03-19,37.0,26-50,26-50,0,0
2026-03-18,39,KALYANI,ARJN,Hindi Indie,8,26-50,False,1,9,9,8,44.0,-5.0,3.42554740151118,1.0,False,2026-03-19,36.0,26-50,26-50,0,0
2026-03-18,40,Teri Deewani,Kailash Kher,Hindi Film,8,26-50,False,1,9,9,8,40.0,0.0,4.153311931459037,-0.3333333333333333,False,2026-03-19,46.0,26-50,26-50,0,0
2026-03-18,41,Mast Magan,Arijit Singh,Hindi Film,8,26-50,False,1,9,9,22,37.0,4.0,2.7357585785299112,1.0,False,2026-03-19,,,Exit,0,1
2026-03-18,42,Ehsaas,Faheem Abdullah,Hindi Indie,8,26-50,False,1,9,9,8,38.0,4.0,3.0388114452858046,1.6666666666666667,False,2026-03-19,40.0,26-50,26-50,0,0
2026-03-18,43,Ishq Jalakar - Karvaan,Shashwat Sachdev,Hindi Film,8,26-50,False,1,9,9,159,45.0,-2.0,2.341874249399399,-0.6666666666666666,False,2026-03-19,41.0,26-50,26-50,0,0
2026-03-18,44,Thodi Si Daaru,AP Dhillon,Punjabi-Haryanvi Pop,8,26-50,False,1,8,8,7,42.0,2.0,2.710523708715754,0.0,False,2026-03-19,,,Exit,0,1
2026-03-18,45,Humdard,Arijit Singh,Hindi Film,8,26-50,False,1,9,9,8,46.0,-1.0,4.6097722286464435,0.6666666666666666,False,2026-03-19,43.0,26-50,26-50,0,0
2026-03-18,46,Jhol - Acoustic,Maanu,Hindi Indie,8,26-50,False,2,2,8,7,47.0,-1.0,0.0,-0.5,False,2026-03-19,44.0,26-50,26-50,0,0
2026-03-18,47,High On You,Jind Universe,Punjabi-Haryanvi Pop,8,26-50,False,1,9,9,8,49.0,-2.0,3.75624480032918,-1.0,False,2026-03-19,,,Exit,0,1
2026-03-18,48,Dhun,Mithoon,Hindi Film,8,26-50,False,2,2,8,57,48.0,0.0,0.0,1.0,False,2026-03-19,47.0,26-50,26-50,0,0
2026-03-18,49,Kithe Reh Gaya,Neeti Mohan,Hindi Indie,8,26-50,False,1,9,9,8,43.0,6.0,2.8284271247461903,1.0,False,2026-03-19,50.0,26-50,26-50,0,0
2026-03-18,50,Zaalima,Arijit Singh,Hindi Film,8,26-50,False,1,9,9,113,39.0,11.0,6.239991987174342,5.666666666666667,False,2026-03-19,48.0,26-50,26-50,0,0
2026-03-19,1,Bairan,Banjaare,Hindi Indie,9,Top10,False,1,10,10,9,1.0,0.0,0.0,0.0,False,2026-03-20,1.0,Top10,Top10,1,0
2026-03-19,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,Mitta Ror,Punjabi-Haryanvi Pop,9,Top10,False,1,10,10,10,2.0,0.0,0.0,0.0,False,2026-03-20,2.0,Top10,Top10,1,0
2026-03-19,3,Gehra Hua,Shashwat Sachdev,Hindi Film,9,Top10,False,1,10,10,102,3.0,0.0,0.0,0.0,False,2026-03-20,3.0,Top10,Top10,1,0
2026-03-19,4,Dooron Dooron,Paresh Pahuja,Hindi Indie,9,Top10,False,1,10,10,9,4.0,0.0,0.4714045207910317,0.0,False,2026-03-20,6.0,Top10,Top10,1,0
2026-03-19,5,Khat,Navjot Ahuja,Hindi Indie,9,Top10,False,1,10,10,9,5.0,0.0,0.7856742013183862,0.0,False,2026-03-20,5.0,Top10,Top10,1,0
2026-03-19,6,Sitaare,Arijit Singh,Hindi Film,9,Top10,False,1,10,10,63,7.0,-1.0,0.8314794192830981,-0.6666666666666666,False,2026-03-20,7.0,Top10,Top10,1,0
2026-03-19,7,Dhurandhar The Revenge - Aari Aari,Shashwat Sachdev,Hindi Film,9,Top10,False,1,2,2,52,21.0,-14.0,0.0,-14.0,False,2026-03-20,4.0,Top10,Top10,1,0
2026-03-19,8,Sahiba,Aditya Rikhari,Hindi Indie,9,Top10,False,1,10,10,9,6.0,2.0,1.1331154474650633,0.6666666666666666,False,2026-03-20,8.0,Top10,Top10,1,0
2026-03-19,9,Samjhawan,Jawad Ahmad,Hindi Film,9,Top10,False,1,10,10,9,8.0,1.0,0.4969039949999533,0.6666666666666666,False,2026-03-20,11.0,11-25,11-25,0,0
2026-03-19,10,Finding Her,Kushagra,Hindi Indie,9,Top10,False,1,10,10,9,9.0,1.0,0.9938079899999066,0.0,False,2026-03-20,12.0,11-25,11-25,0,0
2026-03-19,11,Apna Bana Le,Sachin-Jigar,Hindi Film,9,11-25,False,1,10,10,9,10.0,1.0,1.3966450099973926,0.6666666666666666,False,2026-03-20,13.0,11-25,11-25,0,0
2026-03-19,12,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,9,11-25,False,1,10,10,9,11.0,1.0,0.6849348892187752,0.3333333333333333,False,2026-03-20,14.0,11-25,11-25,0,0
2026-03-19,13,Bairi,Virat,Punjabi-Haryanvi Pop,9,11-25,False,1,10,10,9,13.0,0.0,1.3333333333333333,0.0,False,2026-03-20,19.0,11-25,11-25,0,0
2026-03-19,14,Pavazha Malli,Sai Abhyankkar,South Indian Film,9,11-25,False,1,10,10,15,17.0,-3.0,2.6434171674156266,-2.6666666666666665,False,2026-03-20,18.0,11-25,11-25,0,0
2026-03-19,15,Ishq,Faheem Abdullah,Hindi Indie,9,11-25,False,1,10,10,58,16.0,-1.0,1.9499920860871385,0.3333333333333333,False,2026-03-20,22.0,11-25,11-25,0,0
2026-03-19,16,Shararat,Shashwat Sachdev,Hindi Film,9,11-25,False,1,10,10,456,15.0,1.0,1.4989708403591155,1.3333333333333333,False,2026-03-20,15.0,11-25,11-25,0,0
2026-03-19,17,For A Reason,Karan Aujla,Punjabi-Haryanvi Pop,9,11-25,False,1,10,10,59,12.0,5.0,2.0,0.6666666666666666,False,2026-03-20,17.0,11-25,11-25,0,0
2026-03-19,18,Dhurandhar - Title Track,Shashwat Sachdev,Hindi Film,9,11-25,False,1,10,10,10,20.0,-2.0,1.4740554623801778,-1.6666666666666667,False,2026-03-20,16.0,11-25,11-25,0,0
2026-03-19,19,Boyfriend,Karan Aujla,Punjabi-Haryanvi Pop,9,11-25,False,1,10,10,9,14.0,5.0,1.9499920860871383,1.0,False,2026-03-20,20.0,11-25,11-25,0,0
2026-03-19,20,Mann Mera,Gajendra Verma,Hindi Indie,9,11-25,False,1,10,10,9,18.0,2.0,2.3465235646603197,0.6666666666666666,False,2026-03-20,23.0,11-25,11-25,0,0
2026-03-19,21,Saiyaara,Tanishk Bagchi,Hindi Film,9,11-25,False,1,10,10,9,19.0,2.0,1.5634719199411433,1.3333333333333333,False,2026-03-20,24.0,11-25,11-25,0,0
2026-03-19,22,Ishqa Ve,Zeeshan Ali,Hindi Indie,9,11-25,False,1,10,10,9,23.0,-1.0,1.699673171197595,0.6666666666666666,False,2026-03-20,21.0,11-25,11-25,0,0
